,Topic,tweet
6377,  درخواست ایجاد ساز و کار لازم جهت عضویت کارشناسان رادیولوژی، رادیوتراپی و پزشکی هسته‌ای در سازمان نظام پزشکی,-1
6378,  درخواست اعضای هیئت علمی دانشگاه علوم پزشکی گلستان از نمایندگان محترم این استان,-1
6379,  درخواست پیگیری حقوقی جهت ابطال آئین‌نامه جدید تأسیس داروخانه‌ها,-1
6380,  اعتراض نمایندگان شاتل به قراردادهای این مجموعه,-1
6381,  لزوم نظارت دقیق وزارت علوم، تحقیقات و فناوری بر نحوه نمره‌دهی اساتید دانشگاه‌ها,-1
6382,  اعتراض به عدم اجرای قانون تحصیلات تکمیلی آموزش محور در واحدهای دانشگاه آزاد,-1
6383,  مطالبه افزایش پایه حقوق نیروهای خدماتی وزارت آموزش و پرورش,15
6384,  درخواست جلوگیری از کشتار حیوانات در دانشکده‌های دامپزشکی دانشگاه آزاد,57
6385,  بیانیه اعتراض به عملکرد انجمن داروسازان,-1
6386,  مطالبه تبدیل وضعیت پرسنل قراردادی و شرکتی وزارت بهداشت,10
6387,  مطالبه ایجاد مراکز آموزشی و نگهداری برای بزرگسالان طیف اتیسم,1
6388,  در خواست از دولت جدید جهت توجه ویژه به آسیب‌های اجتماعی,-1
6389,  درخواست اقدام جدی برای مناسب‌سازی سیستم حمل و نقل شهری برای معلولان,82
6390,  درخواست لغو فوری مجوز فروش تعاونی مصرف برق منطقه‌ای تهران,-1
6391,  درخواست بازنگری در نحوه تعلق امتیاز کرونا به شرکت‌کنندگان آزمون استخدامی علوم پزشکی سال ۹۹,-1
6392,  اعتراض به نبود شیوه ارزشیابی دقیق برای انتخاب اساتید مدعو دانشگاه‌ها,-1
6393,  درخواست همسان‌سازی احکام پرسنل قراردادی دانشگاه‌های علوم پزشکی کشور با پرسنل رسمی و پیمانی,-1
6394,  درخواست تخصیص مکان‌هایی برای اسکان همراهان بیماران بستری در بیمارستان‌های تهران,0
6395,  درخواست لغو طرح ممنوعیت تردد شبانه,-1
6396,  درخواست اعلام روز ۲۶ ژوئیه به عنوان روز زبان اسپرانتو,53
6397,  درخواست مساعدت مراکز مشاوره و روانشناسی از سازمان بهزیستی,3
6398,  درخواست حذف ورود دو مرحله‌ای سامانه آموزشیار از طریق آی‌گپ,-1
6399,  مطالبه‌گری جانبازان و آزادگان,1
6400,  درخواست ایجاد شبکه پرداخت حقوق بیمه‌شدگان سازمان تأمین اجتماعی به همراه حق بیمه,-1
6401,  درخواست اقدام برای تبدیل وضعیت نیروهای حجمی و شرکتی دانشگاه‌ها و موسسات آموزشی و پژوهشی,10
6402,  پویش انتخاباتی دانشگاهیان سیرجان,44
6403,  درخواست اعلام شاخص تورم سال ۹۹ و ماه‌های اعلام نشده,62
6404,  درخواست تعیین تعرفه مسئول فنی ژنتیک پزشکی در سال جاری,-1
6405,  درخواست استخدام فارغ‌التحصیلان رشته تربیت معلم قرآن کریم در آموزش و پرورش,15
6406,  درخواست لغو کلاس‌ها و امتحانات حضوری دانشگاه علمی کاربردی,2
6407,  نه به صدور پروانه برای داروسازان استخدام شده در ادارات,-1
6408,  در خواست رسیدگی به وضعیت دانشجویان و فارغ‌التحصیل تربیت دبیری و تربیت مربی قرآن و حدیث,-1
6409,  درخواست تشکیل شورای اسلامی کار در شرکت فولاد مبارکه اصفهان,-1
6410,  درخواست تصویب طرح حذف ظرفیت آزمون وکالت,-1
6411,  درخواست تدوین استانداردهای علمی کلینیک و تعرفه‌های فیزیوتراپی,-1
6412,  درخواست احتساب سه چهارم مدت زمان حضور کارکنان دولت در جبهه به صورت داوطلبانه ,98
6413,  درخواست جذب دانشجو در مقطع دکتری مدیریت رسانه در دانشگاه علامه طباطبایی,-1
6414,  درخواست تغییر نام دستورالعمل ابلاغی وزرات علوم تحت عنوان همیار دانشجو,-1
6415,  درخواست پیگیری صدور مجوز ورود به کشور پاکستان,3
6416,  مطالبه جلوگیری از ورود خودروهای آفرود به حریم مراتع و جنگل‌ها,4
6417,  درخواست حل مشکلات فنی و مالی سایت باسلام,16
6418,  اعتراض به اجباری بودن نصب پیام‌رسان آی‌گپ برای ورود به سامانه آموزشیار,16
6419,  به تداوم روند کار کودکان پایان دهید,-1
6420,  اعتراض فعالان صنعت بیمه به فعالیت غیرقانونی برخی استارتاپ‌ها,-1
6421,  درخواست تعلیق اجرای آیین‌نامه جدید تأسیس داروخانه‌ها,3
6422,  اعتراض به بند ۲۳ آیین‌نامه جدید داروخانه‌ها,-1
6423,  تقاضای لغو امتحانات حضوری تخصصی و عمومی دانشگاه‌های علمی کاربردی سراسر کشور,2
6424,  با انتقال آب، شاهرگ زاگرس را نخشکانید,-1
6425,  درخواست توجه به نقش کارشناسان کشاورزی  در افزایش بهره‌وری بخش کشاورزی,-1
6426,  دعوت از جناب آقای دکتر سعید جلیلی برای مناظره,14
6427,  درخواست قائل شدن حق انتخاب و عدم اجبار در تزریق واکسن کرونا,-1
6428,  مطالبات مهندسان اپتیک و لیزر از وزارت علوم,-1
6429,  مخالفت با استخدام کارنامه سبزها,72
6430,  درخواست ورود سازمان بازرسی کشور به مشکلات سازمان نظام مهندسی,-1
6431,  درخواست رسیدگی به وضعیت معیشت کارکنان بانک کشاورزی,6
6432,  درخواست از سفارت افغانستان در تهران جهت پیگیری ابتدایی‌ترین حقوق مهاجران,-1
6433,  درخواست لغو لزوم انتقال سند خودرو در دفاتر اسناد رسمی,-1
6434,  درخواست درج فوق‌العاده خاص پرسنل مظلوم سازمان دامپزشکی در احکام,48
6435,  درخواست افزایش ظرفیت پایه هفتم مدرسه استعدادهای درخشان شهید بهشتی گناباد,-1
6436,  تقاضای ملزم کردن تمامی شرکت‌های بورس به واریز سود مجامع و فروش حق تقدم به حساب سجام افراد,-1
6437,  درخواست اصلاح طرح امنیت غذایی و رفع موانع تولید کمیسیون کشاورزی مجلس,-1
6438,  مطالبه جذب کارنامه‌سبزهای آزمون فراگیر ششم سازمان جنگل‌ها، مراتع و آبخیزداری کشور,15
6439,  درخواست حمایت از کادر درمان,1
6440,  درخواست قرار گرفتن نگهبانی بانک در زمره مشاغل سخت و زیان‌آور,41
6441,  مطالبه حقوق معنوی و تحصیلی دانش‌آموزان,54
6442,  درخواست رسیدگی به مشکلات دامداران,6
6443,  درخواست واکسیناسیون روانشناسان و مشاوران,3
6444,  درخواست رسیدگی به مطالبات پرسنل صنعت نفت,-1
6445,  درخواست حذف یاکاهش هزینه بیمه تأمین اجتماعی سنوات محتسبه معلمین حق‌التدریس,-1
6446,  درخواست برگزاری ترم تابستان ۱۴۰۰ دانشگاه ایرانیان,-1
6447,  تقاضای تبدیل وضعیت آموزشیاران طرح مهرآفرین سال ۹۱,-1
6448,  درخواست ارائه توضیح شفاف پیرامون وضعیت بورس,-1
6449,  درخواست ثبت  ۲۵ خرداد ماه  به عنوان روز ملی گل در تقویم رسمی کشور,53
